,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Height,Weight,Birthplace,Gender,Instagram,Birth,age,birth year
634,Jinyoung,Park Jinyoung,박진영,진영,9/22/1994,GOT7,South Korea,178,63,Changwon,M,,1994-09-22,28,1994
635,Youngjae,Choi Youngjae,최영재,영재,9/17/1996,GOT7,South Korea,175,59,Mokpo,M,,1996-09-17,26,1996
636,BamBam,Kunpimook Bhuwakul,꾼삐묵 부와꾼,뱀뱀,5/2/1997,GOT7,Thailand,170,52,Bangkok,M,,1997-05-02,25,1997
637,Yugyeom,Kim Yugyeom,김유겸,유겸,11/17/1997,GOT7,South Korea,180,64,Namyangju,M,,1997-11-17,25,1997
638,Aron,Kwak Youngmin,곽영민,아론,5/21/1993,NU'EST,South Korea,0,0,California,M,,1993-05-21,29,1993
639,JR,Kim Jonghyun,김종현,제이알,6/8/1995,NU'EST,South Korea,0,0,Gangwon,M,,1995-06-08,27,1995
640,Baekho,Kang Dongho,강동호,백호,7/21/1995,NU'EST,South Korea,0,0,Jeju,M,,1995-07-21,27,1995
641,Minhyun,Hwang Minhyun,황민현,민현,8/9/1995,NU'EST,South Korea,0,0,Busan,M,,1995-08-09,27,1995
642,Ren,Choi Minki,최민기,렌,11/3/1995,NU'EST,South Korea,0,0,Busan,M,,1995-11-03,27,1995
643,Junhyuk,Choi Junhyuk,최준혁,준혁,4/21/1992,HOTSHOT,South Korea,0,0,Ulsan,M,,1992-04-21,30,1992
644,Timoteo,Kim Moongyu,김문규,티모테오,1/25/1993,HOTSHOT,South Korea,0,0,,M,,1993-01-25,29,1993
645,Taehyun,Noh Taehyun,노태현,태현,10/15/1993,HOTSHOT,South Korea,0,0,Seoul,M,,1993-10-15,29,1993
646,Sungwoon,Ha Sungwoon,하성운,성운,3/22/1994,Wanna One,South Korea,0,0,Goyang,M,,1994-03-22,28,1994
647,Yoonsan,Yoon Sanghyuk,윤상혁,윤산,8/22/1994,HOTSHOT,South Korea,0,0,,M,,1994-08-22,28,1994
648,Hojung,Go Hojung,고호정,호정,10/20/1994,HOTSHOT,South Korea,0,0,,M,,1994-10-20,28,1994
649,Jisung,Yoon Jisung,윤지성,지성,3/8/1991,Wanna One,South Korea,0,0,Wonju,M,,1991-03-08,31,1991
650,Seongwu,Ong Seunwu,옹성우,성우,8/25/1995,Wanna One,South Korea,0,0,Incheon,M,,1995-08-25,27,1995
651,Jaehwan,Kim Jaehwan,김재환,재환,5/27/1996,Wanna One,South Korea,0,0,Seoul,M,,1996-05-27,26,1996
652,Daniel,Kang Daniel,강다니엘,다니엘,12/10/1996,Wanna One,South Korea,0,0,Busan,M,,1996-12-10,26,1996
653,Jihoon,Park Jihoon,박지훈,지훈,5/29/1999,Wanna One,South Korea,0,0,Masan,M,,1999-05-29,23,1999
654,Woojin,Park Woojin,박우진,우진,11/2/1999,AB6IX,South Korea,0,0,Busan,M,,1999-11-02,23,1999
655,Jinyoung,Bae Jinyoung,배진영,진영,5/10/2000,CIX,South Korea,0,0,Seoul,M,,2000-05-10,22,2000
656,Daehwi,Lee Daehwi,이대휘,대휘,1/29/2001,AB6IX,South Korea,0,0,Seoul,M,,2001-01-29,21,2001
657,Lai Kuanlin,Lai Kuanlin,라이관린,라이관린,9/23/2001,Wanna One,Taiwan,0,0,New Taipei,M,,2001-09-23,21,2001
658,Jueun,Lee Jooeun,이주은,주은,7/7/1995,DIA,South Korea,0,0,Suwon,F,,1995-07-07,27,1995
659,Somyi,Ahn Somyi,안솜이,솜이,1/26/2000,DIA,South Korea,0,0,Changwon,F,,2000-01-26,22,2000
660,Daisy,Yoo Jeongahn,유정안,데이지,1/22/1999,,South Korea,0,0,Seoul,F,,1999-01-22,23,1999
661,Taeha,Kim Taeha,김태하,태하,6/3/1998,,South Korea,0,0,Jeonju,F,,1998-06-03,24,1998
662,Hyojin,Kim Hyojin,김효진,효진,4/22/1994,ONF,South Korea,0,0,Seoul,M,,1994-04-22,28,1994
663,E-tion,Lee Changyoon,이창윤,이션,12/24/1994,ONF,South Korea,0,0,Jeonju,M,,1994-12-24,28,1994
664,J-Us,Lee Seungjoon,이승준,제이어스,1/13/1995,ONF,South Korea,0,0,Seoul,M,,1995-01-13,27,1995
665,Wyatt,Shim Jaeyoung,심재영,와이엇,1/23/1995,ONF,South Korea,0,0,Seoul,M,,1995-01-23,27,1995
666,MK,Park Minkyun,박민균,엠케이,11/16/1995,ONF,South Korea,0,0,Ilsan,M,,1995-11-16,27,1995
667,U,Mizuguchi Yuto,미즈구치 유토,유,3/16/1999,ONF,Japan,0,0,Osaka,M,,1999-03-16,23,1999
668,Laun,Kim Minseok,김민석,라운,8/12/1999,,South Korea,0,0,Seongsan,M,,1999-08-12,23,1999
669,Donghun,Lee Donghun,이동훈,동훈,5/15/1993,A.C.E,South Korea,0,0,Suncheon,M,,1993-05-15,29,1993
670,Wow,Kim Seyoon,김세윤,와우,2/28/1993,A.C.E,South Korea,0,0,Gyeonggi,M,,1993-02-28,29,1993
671,Jun,Park Junhee,박준희,준,6/2/1994,A.C.E,South Korea,0,0,Jeolla,M,,1994-06-02,28,1994
672,Jason,Kim Byeongkwan,김병관,제이슨,8/13/1996,A.C.E,South Korea,0,0,Seoul,M,,1996-08-13,26,1996
673,Chan,Kang Yoochan,강유찬,찬,12/31/1997,A.C.E,South Korea,0,0,Jeju,M,,1997-12-31,25,1997
674,Suyeon,Ji Suyeon,지수연,수연,4/20/1997,Weki Meki,South Korea,0,0,,F,,1997-04-20,25,1997
675,Elly,Jung Haerim,정해림,엘리,7/20/1998,Weki Meki,South Korea,0,0,,F,,1998-07-20,24,1998
676,Sei,Lee Seojung,이서정,세이,1/7/2000,Weki Meki,South Korea,0,0,,F,,2000-01-07,22,2000
677,Lua,Kim Sookyung,김수경,루아,10/6/2000,Weki Meki,South Korea,0,0,,F,,2000-10-06,22,2000
678,Rina,Kang Soeun,강소은,리나,9/27/2001,Weki Meki,South Korea,0,0,,F,,2001-09-27,21,2001
679,Lucy,Noh Hyojung,노효정,루시,8/31/2002,Weki Meki,South Korea,0,0,Goyang,F,,2002-08-31,20,2002
680,Hweseung,Yoo Hweseung,유회승,회승,2/28/1995,N.Flying,South Korea,0,0,,M,,1995-02-28,27,1995
681,Kim Lip,Kim Jungeun,김정은,김립,2/10/1999,LOONA,South Korea,0,0,,F,,1999-02-10,23,1999
682,JinSoul,Jung Jinsol,정진솔,진솔,6/13/1997,LOONA,South Korea,0,0,,F,,1997-06-13,25,1997
683,Choerry,Choi Yerim,최예림,최리,6/4/2001,LOONA,South Korea,0,0,,F,,2001-06-04,21,2001
684,Do-A,Choi Yuna,최윤아,도아,2/2/1999,ALICE,South Korea,0,0,,F,,1999-02-02,23,1999
685,Yeonje,Yang Yeonje,양연제,혜성,10/15/1999,ALICE,South Korea,0,0,,F,,1999-10-15,23,1999
686,Yukyung,Lee Yukyung,이유경,유경,11/5/1999,ALICE,South Korea,0,0,,F,,1999-11-05,23,1999
687,Sohee,Kim Sohee,김소희,소희,12/31/1999,ALICE,South Korea,0,0,,F,,1999-12-31,23,1999
688,Karin,Min Karin,민가린,가린,1/5/2002,ALICE,South Korea,0,0,,F,,2002-01-05,20,2002
689,Rui,Watanabe Rui,와타나베 루이,루이,10/8/1994,H.U.B,Japan,0,0,,F,,1994-10-08,28,1994
690,Gracie,Kim Gaeun,김가운,그레이시,10/28/1996,H.U.B,South Korea,0,0,,F,i.m_gracie,1996-10-28,26,1996
691,Yuem,Park Subin,박수빈,유음,12/25/1996,H.U.B,South Korea,0,0,,F,,1996-12-25,26,1996
692,Hyosun,Lim Hyosun,임효선,효선,7/10/1998,H.U.B,South Korea,170,54,,F,,1998-07-10,24,1998
693,Keina,Lee Yoona,이유나,케이나,2/12/1999,H.U.B,South Korea,0,0,,F,,1999-02-12,23,1999
694,Hyunseo,Go Hyunseo,고현서,현서,6/17/1999,,South Korea,0,0,,F,,1999-06-17,23,1999
695,Shinyoung,Park Shinyoung,박신영,신영,3/19/2000,G-reyish,South Korea,0,0,,F,,2000-03-19,22,2000
696,Yena,Jeong Yena,정예나,예나,4/10/2000,G-reyish,South Korea,0,0,,F,,2000-04-10,22,2000
697,Yeso,Lee Yeso,이예소,예소,11/13/2001,G-reyish,South Korea,0,0,,F,,2001-11-13,21,2001
698,Haeri,Jung Haeri,정해리,해리,1/14/1997,P.O.P,South Korea,0,0,Seoul,F,,1997-01-14,25,1997
699,Ahyung,Kang Ahyoung,강아형,아형,8/27/1996,P.O.P,South Korea,0,0,Pohang,F,,1996-08-27,26,1996
700,Miso,Park Jihyun,박지현,미소,9/16/1996,P.O.P,South Korea,0,0,Busan,F,,1996-09-16,26,1996
701,Seol,Min Jihye,민지혜,설,1/1/1997,P.O.P,South Korea,0,0,Gunsan,F,,1997-01-01,25,1997
702,Yeonjoo,Song Yeonjoo,정연주,연주,6/26/1997,P.O.P,South Korea,0,0,Ansan,F,,1997-06-26,25,1997
703,Yeonha,Ahn Yeonji,안연지,연하,5/19/2000,P.O.P,South Korea,0,0,Yeondong,F,,2000-05-19,22,2000
704,Daeyeol,Lee Daeyeol,이대열,대열,2/11/1993,Golden Child,South Korea,0,0,Yongin,M,,1993-02-11,29,1993
705,Y,Choi Sungyoon,최성윤,와이,7/31/1995,Golden Child,South Korea,0,0,,M,,1995-07-31,27,1995
706,Jaeseok,Park Jaeseok,박재석,재석,11/20/1995,,South Korea,0,0,,M,,1995-11-20,27,1995
707,Jangjun,Lee Jangjun,이장준,장준,3/3/1997,Golden Child,South Korea,0,0,,M,,1997-03-03,25,1997
708,TAG,Son Youngtaek,손영택,태그,4/13/1998,Golden Child,South Korea,0,0,,M,,1998-04-13,24,1998
709,Seungmin,Bae Seungmin,배승민,승민,10/13/1998,Golden Child,South Korea,0,0,,M,,1998-10-13,24,1998
710,Jaehyun,Bong Jaehyun,봉재현,재현,1/4/1999,Golden Child,South Korea,0,0,,M,,1999-01-04,23,1999
711,Jibeom,Kim Jibeom,김지범,지범,2/3/1999,Golden Child,South Korea,0,0,,M,,1999-02-03,23,1999
712,Donghyun,Kim Donghyun,김동현,동현,2/23/1999,Golden Child,South Korea,0,0,,M,,1999-02-23,23,1999
713,Joochan,Hong Joochan,홍주찬,주찬,7/31/1999,Golden Child,South Korea,0,0,,M,,1999-07-31,23,1999
714,Bomin,Choi Bomin,최보민,보민,8/24/2000,Golden Child,South Korea,0,0,,M,,2000-08-24,22,2000
715,Jinhoo,Kim Jinwook,김진욱,진후,8/2/1995,UP10TION,South Korea,0,0,Changwon,M,,1995-08-02,27,1995
716,Kuhn,Noh Sooil,노수일,쿤,11/11/1995,UP10TION,South Korea,0,0,Ansan,M,,1995-11-11,27,1995
717,Kongyeol,Go Minsoo,고민수,고결,5/19/1996,UP10TION,South Korea,0,0,Bucheon,M,,1996-05-19,26,1996
718,Wei,Lee Sungjun,이성준,웨이,7/8/1996,UP10TION,South Korea,0,0,Seoul,M,,1996-07-08,26,1996
719,Bitto,Lee Changhyun,이창현,비토,8/24/1996,UP10TION,South Korea,0,0,Dongducheon,M,,1996-08-24,26,1996
720,Wooshin,Kim Wooseok,김우석,우신,10/27/1996,UP10TION,South Korea,0,0,Daejeon,M,,1996-10-27,26,1996
721,Sunyoul,Seon Yein,선예인,선율,11/6/1996,UP10TION,South Korea,0,0,Wando,M,,1996-11-06,26,1996
722,Gyujin,Han Gyujin,한규진,규진,11/21/1997,UP10TION,South Korea,0,0,Icheon,M,,1997-11-21,25,1997
723,Hwanhee,Lee Hwanhee,이환희,환희,5/6/1998,UP10TION,South Korea,0,0,Daejeon,M,,1998-05-06,24,1998
724,Xiao,Lee Dongyeol,이동열,샤오,12/13/1998,UP10TION,South Korea,0,0,Busan,M,,1998-12-13,24,1998
725,Heejin,Song Heejin,송희진,희진,8/19/1995,Good Day,South Korea,0,0,Seoul,F,,1995-08-19,27,1995
726,Green,Kim Jiwon,김지원,지니,7/1/1997,RedSquare,South Korea,0,0,Daegu,F,,1997-07-01,25,1997
727,Chaea,Kim Chaeyoung,김채영,체리,7/5/1997,RedSquare,South Korea,0,0,Gunsan,F,,1997-07-05,25,1997
728,Chaesol,Maeng Chaesol,맹채솔,채솔,7/14/1998,Cignature,South Korea,0,0,Yeosu,F,,1998-07-14,24,1998
729,Ari,Hwang Nayoon,황나윤,아리,3/30/1999,RedSquare,South Korea,0,0,Seoul,F,,1999-03-30,23,1999
730,Jeewon,Kim Jiwon,김지원,지원,4/1/1999,Cignature,South Korea,0,0,Busan,F,,1999-04-01,23,1999
731,Yeah,Kim Haeun,김하은,예아,10/9/1999,,South Korea,0,0,Gongju,F,,1999-10-09,23,1999
732,Sunn,Hwang Jiwon,황지원,선,2/7/2000,,South Korea,0,0,Jincheon,F,,2000-02-07,22,2000
733,Bomin,Kim Bomin,김보민,보민,9/24/2001,RedSquare,South Korea,0,0,Gwangju,F,,2001-09-24,21,2001
734,Belle,Jin Hyeonjoo,진현주,벨,11/3/2001,Cignature,South Korea,0,0,Goyang,F,,2001-11-03,21,2001
735,Jiyoung,Ahn Jiyoung,안지영,지영,9/14/1995,Bolbbalgan4,South Korea,0,0,Yeongju,F,,1995-09-14,27,1995
736,Jiyoon,Woo Jiyoon,우지윤,지윤,1/6/1996,Bolbbalgan4,South Korea,0,0,Yeongju,F,,1996-01-06,26,1996
737,Kid,Kim Junhoe,김준회,키드,10/26/1995,VARSITY,South Korea,177,58,,M,,1995-10-26,27,1995
738,Bullet,Jin Junwoo,진준우,블릿,12/2/1995,VARSITY,South Korea,182,65,Seoul,M,,1995-12-02,27,1995
739,Damon,Hu Boohan,후보한,데이먼,7/2/1996,VARSITY,China,181,0,,M,,1996-07-02,26,1996
740,Xiweol,Kang Minseok,강민석,시월,10/21/1996,VARSITY,South Korea,174,0,,M,,1996-10-21,26,1996
741,Xin,Wang Xinwi,왕씬위,씬,11/10/1996,VARSITY,China,185,0,,M,,1996-11-10,26,1996
742,Jaebin,Deung Bin,등빈,재빈,2/13/1997,VARSITY,China,168,0,Hunan,M,,1997-02-13,25,1997
743,Dann,Jung Seungbo,정승보,단,11/1/1997,Kingdom,South Korea,178,0,Ilsan,M,,1997-11-01,25,1997
744,Riho,Jin Seungwook,진승욱,리호,3/1/1998,VARSITY,South Korea,178,59,Incheon,M,,1998-03-01,24,1998
745,Anthony,Anthony Lo,엔써니 루오,엔써니,3/12/1998,VARSITY,China,179,0,,M,,1998-03-12,24,1998
746,Arthur,Jang Yunho,장윤호,아서,4/15/2000,Kingdom,South Korea,176,57,,M,,2000-04-15,22,2000
747,Dawon,Cho Dawon,조다원,다원,5/12/2000,VARSITY,South Korea,183,69,,M,,2000-05-12,22,2000
748,Manny,Syo Dongchun,쇼동청,만니,11/17/2001,VARSITY,China,170,64,,M,,2001-11-17,21,2001
749,Kangmin,Kim Kangmin,김강민,강민,11/13/2001,TRCNG,South Korea,169,0,,M,,2001-11-13,21,2001
750,Hohyeon,Lee Hohyeon,이호현,호현,10/14/2001,TRCNG,South Korea,177,0,,M,,2001-10-14,21,2001
751,Siwoo,Yoo Siwoo,유시우,시우,5/11/2001,TRCNG,South Korea,178,0,,M,,2001-05-11,21,2001
752,Hyunwoo,Kim Hyunwoo,김현우,현우,1/21/2001,TRCNG,South Korea,173,0,,M,,2001-01-21,21,2001
753,Jisung,Kim Jisung,김지성,지성,12/21/2000,TRCNG,South Korea,171,0,,M,,2000-12-21,22,2000
754,Wooyeop,Jo Wooyeop,조우엽,우엽,9/27/2000,TRCNG,South Korea,179,0,,M,,2000-09-27,22,2000
755,Hakmin,Lee Hakmin,이학민,학민,9/20/2000,TRCNG,South Korea,171,0,,M,,2000-09-20,22,2000
756,Taeseon,Yang Taeseon,양태선,태선,9/17/2000,TRCNG,South Korea,182,0,,M,,2000-09-17,22,2000
757,Hayoung,Choi Hayoung,최하영,하영,8/22/2000,TRCNG,South Korea,181,0,,M,,2000-08-22,22,2000
758,Jihun,Kim Jihun,김지훈,지훈,1/9/2000,TRCNG,South Korea,176,0,Daegu,M,,2000-01-09,22,2000
759,Hojoon,Jeon Hojoon,전호준,호준,10/31/1992,Topp Dogg,South Korea,0,0,Gwangju,M,,1992-10-31,30,1992
760,Sangdo,Yoo Sangdo,유상도,상도,3/2/1993,Topp Dogg,South Korea,0,0,Incheon,M,,1993-03-02,29,1993
761,B-Joo,Kim Byungjoo,김병주,비주,1/8/1994,Topp Dogg,South Korea,0,0,Seoul,M,,1994-01-08,28,1994
762,Xero,Shin Jiho,신지호,제로,2/3/1994,Topp Dogg,South Korea,0,0,Gwangji,M,,1994-02-03,28,1994
763,Kim Sanggyun,Kim Sanggyun,김상균,김상균,5/23/1995,JBJ95,South Korea,0,0,Gwangju,M,,1995-05-23,27,1995
764,Yano,Seo Sangwon,서상원,야노,9/27/1995,Topp Dogg,South Korea,0,0,Seoul,M,,1995-09-27,27,1995
765,Kidoh,Jin Hyosang,진효상,키도,12/16/1992,,South Korea,0,0,Seoul,M,,1992-12-16,30,1992
766,Seogoong,Park Hyunho,박현호,서궁,5/1/1992,,South Korea,0,0,Seongnam,M,,1992-05-01,30,1992
767,Gohn,Kim Dongsung,김동성,곤,8/1/1992,,South Korea,0,0,Seoul,M,,1992-08-01,30,1992
768,Jenissi,Kim Taeyang,김태양,제니씨,8/2/1991,,South Korea,0,0,Seoul,M,,1991-08-02,31,1991
769,P-Goon,Park Sehyuk,박세혁,피군,10/18/1991,,South Korea,0,0,Seoul,M,,1991-10-18,31,1991
770,Nakta,Shin Yooncheol,신윤철,낙타,4/24/1993,,South Korea,0,0,Daegu,M,,1993-04-24,29,1993
771,Hansol,Kim Hansol,김한솔,한솔,6/15/1993,,South Korea,0,0,Busan,M,,1993-06-15,29,1993
772,Kenta,Takada Kenta,타카다 켄타,켄타,1/10/1995,JBJ,Japan,0,0,Fujioka,M,,1995-01-10,27,1995
773,Longguo,Jin Longguo,진룽궈,룽궈,3/2/1996,JBJ,China,0,0,Heilong,M,,1996-03-02,26,1996
774,Hyunbin,Kwon Hyunbin,권현빈,현빈,3/4/1997,JBJ,South Korea,0,0,Seoul,M,,1997-03-04,25,1997
775,Donghan,Kim Donghan,김동한,동한,7/3/1998,WEi,South Korea,0,0,Daegu,M,,1998-07-03,24,1998
776,Seonglee,Kim Seonglee,김성리,성리,4/6/1994,,South Korea,173,0,,M,seong_leeee,1994-04-06,28,1994
777,Wontak,Ju Wontak,주원탁,원탁,2/24/1996,,South Korea,178,0,,M,/j_wontagii/,1996-02-24,26,1996
778,Kiwon,Lee Kiwon,이기원,기원,6/27/1996,GIDONGDAE,South Korea,170,0,,M,kiwon_1810,1996-06-27,26,1996
779,Daehyeon,Jang Daehyeon,장대현,대현,2/11/1997,WEi,South Korea,175,0,,M,daehyeon0211,1997-02-11,25,1997
780,Eunki,Hong Eunki,홍은기,은기,9/29/1997,,South Korea,182,0,,M,eun_doitz,1997-09-29,25,1997
781,Hyunmin,Byun Hyunmin,변현민,현민,4/17/1999,,South Korea,170,0,,M,bhm__99,1999-04-17,23,1999
782,Sunghyuk,Seo Sunghyuk,서성혁,성혁,8/26/1999,,South Korea,170,0,,M,sunghyuk_seo,1999-08-26,23,1999
783,Dayeon,Hwang Da Kyeon,황연경,다연,11/17/1995,XUM,South Korea,0,0,,F,sunghyuk_seo,1995-11-17,27,1995
784,Hajeong,Lee Hajeong,이하정,하정,9/23/1997,,South Korea,0,0,,F,sunghyuk_seo,1997-09-23,25,1997
785,Baekah,Kim Sua,김수아,백아,10/24/1999,XUM,South Korea,0,0,,F,sunghyuk_seo,1999-10-24,23,1999
786,Arang,Son Mnjung,손민정,아랑,3/8/2000,,South Korea,0,0,,F,sunghyuk_seo,2000-03-08,22,2000
787,Iaan,Yoo Dongju,유동주,이안,3/22/2002,XUM,South Korea,0,0,,F,sunghyuk_seo,2002-03-22,20,2002
788,Eunjin,Ma Eunjin,마은진,은진,5/23/1997,Playback,South Korea,165,49,Wonju,F,sunghyuk_seo,1997-05-23,25,1997
789,Yves,Ha Sooyoung,하수영,이브,5/24/1997,LOONA,South Korea,0,0,,F,,1997-05-24,25,1997
790,Haeyeon,Lee Taeyeon,이태연,해연,1/11/1994,Gate9,South Korea,161,0,,F,ha2y2on_gnine,1994-01-11,28,1994
791,Yeori,Kim Soyeon,김소연,여리,5/30/1994,Gate9,South Korea,164,0,Seoul,F,yeori_g9,1994-05-30,28,1994
792,Haru,Han Sangsook,한상숙,하루,7/6/1994,Gate9,South Korea,160,0,Bucheon,F,hanharuuu,1994-07-06,28,1994
793,Kady,Gu Dokyoung,구도경,케이디,4/7/1995,Gate9,South Korea,168,0,Busan,F,kady_g9,1995-04-07,27,1995
794,Gaga,Lee Soobin,이수빈,가가,11/10/1994,Gate9,South Korea,164,0,,F,gagag9,1994-11-10,28,1994
795,Juju,Park Juyoung,박주영,쥬쥬,1/3/1996,Gate9,South Korea,168,0,Changwon,F,baby.juju_0,1996-01-03,26,1996
796,Taera,Lee Yujin,이유진,태라,4/12/1994,Gate9,South Korea,161,0,Incheon,F,taera9nine,1994-04-12,28,1994
797,Yoon,Ji Hayoon,지하윤,윤,7/8/1997,Gate9,South Korea,162,0,Busan,F,queenyunista,1997-07-08,25,1997
798,Vivian,Park Sunghee,박성희,비비안,12/8/1998,Gate9,South Korea,0,0,,F,vivian__g9,1998-12-08,24,1998
799,Youngmin,Lim Youngmin,임영민,영민,12/25/1995,,South Korea,0,0,Busan,M,,1995-12-25,27,1995
800,Donghyun,Kim Donghyun,김동현,동현,9/17/1998,AB6IX,South Korea,0,0,Daejeon,M,,1998-09-17,24,1998
801,Chuu,Kim Jiwoo,김지우,츄,10/20/1999,LOONA,South Korea,0,0,Cheongju,F,,1999-10-20,23,1999
802,Gowon,Park Chaewon,박채원,고원,11/19/2000,LOONA,South Korea,0,0,,F,,2000-11-19,22,2000
803,Saerom,Lee Saerom,이새롬,새롬,1/7/1997,fromis_9,South Korea,0,0,Gangwon,F,,1997-01-07,25,1997
804,Hayoung,Song Hayoung,송하영,하영,9/29/1997,fromis_9,South Korea,0,0,Gwangju,F,,1997-09-29,25,1997
805,Gyuri,Jang Gyuri,장규리,규리,12/27/1997,,South Korea,0,0,Seoul,F,,1997-12-27,25,1997
806,Jiwon,Park Jiwon,박지원,지원,3/20/1998,fromis_9,South Korea,0,0,Busan,F,,1998-03-20,24,1998
807,Jisun,Roh Jisun,노지선,지선,11/23/1998,fromis_9,South Korea,0,0,Seoul,F,,1998-11-23,24,1998
808,Seoyeon,Lee Seoyeon,이서연,서연,1/22/2000,fromis_9,South Korea,0,0,Seoul,F,,2000-01-22,22,2000
809,Chaeyoung,Lee Chaeyoung,이채영,채영,5/14/2000,fromis_9,South Korea,0,0,Pohang,F,,2000-05-14,22,2000
810,Nakyung,Lee Nakyung,이나경,나경,6/1/2000,fromis_9,South Korea,159,42,Mungyeong,F,,2000-06-01,22,2000
811,Jiheon,Baek Jiheon,백지헌,지헌,4/17/2003,fromis_9,South Korea,0,0,Jeolla,F,,2003-04-17,19,2003
812,Suhyun,Choi Hyunggeun,최형근,수현,10/1/1992,SNUPER,South Korea,0,0,Bucheon,M,,1992-10-01,30,1992
813,Sangil,Shim Sangil,심상일,상일,5/1/1993,SNUPER,South Korea,0,0,Seoul,M,,1993-05-01,29,1993
814,Taewoong,Yoo Taewoong,유태웅,태웅,5/24/1994,SNUPER,South Korea,0,0,,M,,1994-05-24,28,1994
815,Woosung,Choi Sunghyuk,최성혁,우성,9/24/1994,SNUPER,South Korea,0,0,Seoul,M,,1994-09-24,28,1994
816,Sangho,Jo Sangho,조상호,상호,2/10/1995,SNUPER,South Korea,0,0,Changwon,M,,1995-02-10,27,1995
817,Sebin,Jang Sebin,장세빈,세빈,4/24/1996,SNUPER,South Korea,0,0,Pocheon,M,,1996-04-24,26,1996
818,Xeheun,Lee Seheun,이세흔,세흔,7/11/1999,Girlkind,South Korea,0,162,,F,,1999-07-11,23,1999
819,Medic Jin,Bae Yujin,배유진,메딕진,8/25/1996,Girlkind,South Korea,0,167,,F,,1996-08-25,26,1996
820,JK,Kim Jikang,김지강,지강,3/17/1998,Girlkind,South Korea,0,161,,F,,1998-03-17,24,1998
821,Sun J,Jeon Heesun,전희선,썬제이,2/13/2001,Girlkind,South Korea,0,165,,F,,2001-02-13,21,2001
822,Ellyn,Bang Sunhee,방선희,엘린,10/19/2002,Girlkind,South Korea,0,170,,F,,2002-10-19,20,2002
823,Seokcheol,Lee Seokchul,이석철,석철,1/11/2000,TheEastLight,South Korea,0,170,,M,d.dj_dinosaur.lee.s.c,2000-01-11,22,2000
824,Eunsung,Lee Eunsung,이은성,은성,9/7/2000,TheEastLight,South Korea,0,0,,M,,2000-09-07,22,2000
825,Seunghyun,Lee Seunghyun,이승현,승현,12/31/2001,TheEastLight,South Korea,0,0,,M,,2001-12-31,21,2001
826,Junwook,Kim Junwook,김준욱,준욱,1/10/2002,TheEastLight,South Korea,0,0,,M,,2002-01-10,20,2002
827,Sakang,Jeon Sakang,정사강,사강,10/26/2002,TheEastLight,South Korea,0,0,,M,,2002-10-26,20,2002
828,Woojin,Lee Woojin,이우진,우진,4/3/2003,TheEastLight,South Korea,0,0,,M,the_greatest_woojin,2003-04-03,19,2003
829,Bin,Kwon Soobin,김수빈,빈,10/28/1993,Hot Blood Youth,South Korea,0,0,,M,,1993-10-28,29,1993
830,Marco,Lee Hyunggeun,이형근,마르코,5/11/1994,Hot Blood Youth,South Korea,0,0,,M,,1994-05-11,28,1994
831,Taro,Choi Wonjin,최원진,타로,11/9/1994,Hot Blood Youth,South Korea,0,0,,M,,1994-11-09,28,1994
832,Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,1/11/1995,Hot Blood Youth,South Korea,0,0,,M,,1995-01-11,27,1995
833,Jisan,Choi Jinsang,최지상,지산,11/3/1999,Hot Blood Youth,South Korea,0,0,,M,,1999-11-03,23,1999
834,Taeeun,Moon Taeeun,문태은,태은,2/9/2000,IM,South Korea,175,0,,M,,2000-02-09,22,2000
835,Giseok,Jun Giseok,정기석,기석,5/2/1997,IM,South Korea,180,0,,M,,1997-05-02,25,1997
836,Hangyul,Lee Hangyul,이한결,한결,12/7/1999,BAE173,South Korea,177,0,,M,,1999-12-07,23,1999
837,Gijung,Kim Gijung,김기중,기중,1/24/2001,IM,South Korea,180,0,,M,,2001-01-24,21,2001
838,Haena,Lee Haena,이해나,해나,6/2/1991,Matilda,South Korea,0,165,,F,,1991-06-02,31,1991
839,Dan-a,Park Seungyeon,박승연,단아,6/26/1993,Matilda,South Korea,0,160,,F,,1993-06-26,29,1993
840,Semmi,Oh Heesun,오희선,세미,10/22/1995,Matilda,South Korea,0,165,,F,,1995-10-22,27,1995
841,Saebyeol,Han Saebyeol,한새별,새별,5/23/1996,Matilda,South Korea,0,168,,F,,1996-05-23,26,1996
842,Yua,Mikami Yua,미카미 유아,유아,8/16/1993,Honey Popcorn,Japan,0,0,,F,,1993-08-16,29,1993
843,Miko,Matsuda Miko,마츠다 미코,미코,10/28/1995,Honey Popcorn,Japan,0,0,,F,,1995-10-28,27,1995
844,Moko,Sakura Moko,사쿠라 모코,모코,3/19/1991,Honey Popcorn,Japan,0,0,,F,,1991-03-19,31,1991
845,Kun,Qian Kun,첸쿤,쿤,1/1/1996,NCT,China,0,0,,M,,1996-01-01,26,1996
846,Jungwoo,Kim Jungwoo,김정우,정우,2/19/1998,NCT,South Korea,0,0,,M,,1998-02-19,24,1998
847,Lucas,Wong Junghei,웡육헤이,루카스,1/25/1999,NCT,Hong Kong,0,0,,M,,1999-01-25,23,1999
848,Sangyeon,Lee Sangyeon,이상연,상연,11/4/1996,The Boyz,South Korea,176,61,,M,,1996-11-04,26,1996
